step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
19,CASH_OUT,183964.68,C1746586475,13009.0,0.0,C815652585,9878.0,179175.87,0.0,0.0
38,CASH_IN,183182.4,C1480805078,39976.0,223158.4,C768414110,2558147.08,2374964.68,0.0,0.0
37,PAYMENT,52577.94,C900737636,210086.0,157508.06,M1680734931,0.0,0.0,0.0,0.0
12,CASH_IN,151501.38,C1968376510,7834502.77,7986004.14,C1905924918,2506294.11,3101754.2,0.0,0.0
9,PAYMENT,29447.29,C378518891,30188.0,740.71,M895190149,0.0,0.0,0.0,0.0
36,PAYMENT,2704.12,C1821814684,9000.94,6296.83,M85288306,0.0,0.0,0.0,0.0
36,CASH_OUT,174443.11,C1276351709,31895.0,0.0,C355729944,0.0,174443.11,0.0,0.0
11,CASH_OUT,113136.12,C2037278714,0.0,0.0,C1014710050,1095943.91,1008051.84,0.0,0.0
13,CASH_IN,80765.43,C1098640720,980.0,81745.43,C749658791,1030527.75,1051600.57,0.0,0.0
34,PAYMENT,3994.62,C151523778,0.0,0.0,M1097271615,0.0,0.0,0.0,0.0
45,CASH_OUT,24155.38,C903219993,0.0,0.0,C1269187848,2828472.28,2852627.66,0.0,0.0
43,PAYMENT,10353.46,C1174608617,51002.0,40648.54,M1718456038,0.0,0.0,0.0,0.0
40,CASH_IN,372389.79,C1593026911,1498163.99,1870553.78,C1756072738,1155651.7,783261.91,0.0,0.0
12,TRANSFER,305009.0,C725446998,201895.0,0.0,C869110370,77146.0,186464.0,0.0,0.0
9,CASH_IN,32237.69,C1538791618,7865929.45,7898167.13,C1235725243,1119420.45,621975.01,0.0,0.0
42,TRANSFER,741336.11,C1500283495,0.0,0.0,C1092967460,1261018.3,2002354.41,0.0,0.0
39,CASH_IN,381951.62,C251272701,10572.0,392523.62,C73887179,2288105.96,1906154.34,0.0,0.0
35,CASH_OUT,100304.16,C1418295506,24780.0,0.0,C1121802556,2208397.03,2308701.19,0.0,0.0
40,PAYMENT,3615.49,C1319071882,200503.68,196888.18,M1632620472,0.0,0.0,0.0,0.0
37,CASH_OUT,446631.71,C1126472887,0.0,0.0,C1535522946,1694861.03,2141492.74,0.0,0.0
43,CASH_IN,75640.26,C1969140990,3812186.08,3887826.34,C1258908786,337163.47,261523.21,0.0,0.0
44,CASH_OUT,57742.29,C498519324,0.0,0.0,C605256961,71191.26,128933.55,0.0,0.0
14,PAYMENT,7941.18,C1739098522,0.0,0.0,M708358695,0.0,0.0,0.0,0.0
10,CASH_IN,261109.3,C166498627,11033.0,272142.3,C1679939068,0.0,1809550.62,0.0,0.0
41,CASH_IN,356130.28,C2140442123,5796939.74,6153070.02,C173674973,1008764.16,652633.88,0.0,0.0
23,CASH_OUT,265830.37,C1942760990,9279.0,0.0,C1180424660,286237.47,552067.84,0.0,0.0
9,PAYMENT,10053.95,C1704670571,0.0,0.0,M1787618640,0.0,0.0,0.0,0.0
14,TRANSFER,768301.69,C1872116792,333193.26,0.0,C144058858,13758.0,1135108.41,0.0,0.0
19,PAYMENT,2004.78,C1506708921,3528.0,1523.22,M566350540,0.0,0.0,0.0,0.0
13,CASH_OUT,393345.88,C1531490051,21532.0,0.0,C1535686985,72026.12,567103.76,0.0,0.0
44,CASH_OUT,204689.86,C728644438,37313.74,0.0,C1462528918,1687952.89,1892642.75,0.0,0.0
14,CASH_OUT,218188.32,C2135856147,0.0,0.0,C2067466390,6523891.68,6458121.34,0.0,0.0
42,CASH_IN,225396.62,C1766419535,3672679.75,3898076.37,C638442659,4125884.7,3900488.09,0.0,0.0
37,PAYMENT,973.02,C1112180755,14857.0,13883.98,M1616751023,0.0,0.0,0.0,0.0
34,PAYMENT,8380.23,C1438220123,0.0,0.0,M1121403463,0.0,0.0,0.0,0.0
15,TRANSFER,857521.58,C798975692,1193.0,0.0,C951515539,766068.21,2322809.2,0.0,0.0
40,PAYMENT,25114.55,C1962912485,149.0,0.0,M946316431,0.0,0.0,0.0,0.0
17,CASH_OUT,111580.54,C1907733181,0.0,0.0,C169833234,534936.12,646516.66,0.0,0.0
7,PAYMENT,2414.32,C1776978384,0.0,0.0,M345633487,0.0,0.0,0.0,0.0
37,PAYMENT,26581.77,C1319770114,750864.0,724282.23,M730161752,0.0,0.0,0.0,0.0
42,PAYMENT,10898.05,C1657663477,186741.24,175843.19,M1607597090,0.0,0.0,0.0,0.0
45,TRANSFER,395059.02,C1722474095,0.0,0.0,C1069170042,699707.89,1094766.91,0.0,0.0
10,PAYMENT,7817.63,C141576585,142184.0,134366.37,M1674327596,0.0,0.0,0.0,0.0
19,CASH_IN,4034.04,C450608178,11875.0,15909.04,C1102625822,876414.83,872380.79,0.0,0.0
21,PAYMENT,215.99,C216231356,24452.57,24236.58,M1121880362,0.0,0.0,0.0,0.0
34,PAYMENT,9584.13,C1714668861,43904.3,34320.17,M210575685,0.0,0.0,0.0,0.0
69,CASH_OUT,271731.05,C48017106,271731.05,0.0,C1750307657,0.0,271731.05,1.0,0.0
10,CASH_OUT,139480.47,C613802120,0.0,0.0,C662267010,1804380.96,2300667.09,0.0,0.0
45,PAYMENT,1463.49,C571999264,40331.0,38867.51,M1660782345,0.0,0.0,0.0,0.0
11,PAYMENT,29141.14,C1617373944,0.0,0.0,M1829016578,0.0,0.0,0.0,0.0
14,CASH_OUT,335138.29,C1652512666,0.0,0.0,C174814262,3019231.61,3247774.21,0.0,0.0
8,CASH_OUT,274862.17,C1742966250,0.0,0.0,C2078448324,428454.0,703316.17,0.0,0.0
43,CASH_OUT,209236.47,C969460992,0.0,0.0,C1300614838,7748257.27,7957493.74,0.0,0.0
11,CASH_IN,242057.5,C1623098074,5872736.43,6114793.93,C378750309,1883577.41,2064538.86,0.0,0.0
33,CASH_IN,380318.36,C414247222,2077.0,382395.36,C1700510015,3516828.02,3136509.66,0.0,0.0
11,TRANSFER,317242.62,C159242972,0.0,0.0,C609116570,7311992.0,7346770.5,0.0,0.0
19,PAYMENT,8879.73,C1241074203,8416.0,0.0,M1063814285,0.0,0.0,0.0,0.0
11,TRANSFER,45469.23,C322782996,0.0,0.0,C1825061347,1032213.45,980819.55,0.0,0.0
14,CASH_IN,89701.18,C2027033060,6247.0,95948.18,C846988219,0.0,0.0,0.0,0.0
17,CASH_IN,46712.31,C553387942,11550.0,58262.31,C1225940188,106860.0,38181.72,0.0,0.0
34,PAYMENT,5192.35,C1974936087,14680.0,9487.65,M1119751826,0.0,0.0,0.0,0.0
16,PAYMENT,83.25,C17098979,392117.12,392033.87,M299428984,0.0,0.0,0.0,0.0
14,CASH_OUT,350470.04,C510568320,0.0,0.0,C856764552,539815.56,656193.24,0.0,0.0
42,CASH_OUT,108035.51,C1818518895,8054.0,0.0,C109249560,10792.7,118828.2,0.0,0.0
43,CASH_OUT,170896.13,C161999308,0.0,0.0,C320919849,2952394.76,3123290.89,0.0,0.0
93,CASH_OUT,216635.24,C1788778716,30110.0,0.0,C849642794,8601.0,225236.24,0.0,0.0
20,PAYMENT,19759.47,C357295019,0.0,0.0,M923883872,0.0,0.0,0.0,0.0
20,CASH_IN,140022.64,C1895447276,8478124.6,8618147.24,C885524491,909875.86,769853.22,0.0,0.0
16,CASH_IN,179948.55,C1324457738,25061.0,205009.55,C544933918,498049.34,318100.8,0.0,0.0
17,TRANSFER,215398.75,C163039691,0.0,0.0,C1857357520,1829166.45,2350910.94,0.0,0.0
16,CASH_OUT,159101.54,C901830335,0.0,0.0,C1069389045,2960310.77,3119412.31,0.0,0.0
15,PAYMENT,25634.12,C946682752,22228.0,0.0,M631270939,0.0,0.0,0.0,0.0
40,CASH_OUT,102947.48,C677103372,32668.11,0.0,C2007971745,1031365.31,1134312.79,0.0,0.0
16,CASH_IN,85227.71,C207296865,471114.35,556342.06,C1177811429,290747.18,205519.48,0.0,0.0
8,CASH_OUT,144494.27,C736435972,0.0,0.0,C1022680775,813512.1,1070858.6,0.0,0.0
44,PAYMENT,8377.99,C1713919167,46.0,0.0,M665759941,0.0,0.0,0.0,0.0
35,CASH_IN,71622.03,C1481009992,3216452.82,3288074.85,C1864301326,149594.99,77972.96,0.0,0.0
20,CASH_IN,205541.0,C527182020,530.0,206071.0,C886068452,0.0,0.0,0.0,0.0
20,PAYMENT,8056.18,C2082277605,52834.0,44777.82,M1869449736,0.0,0.0,0.0,0.0
94,CASH_IN,207553.11,C1477093133,104815.0,312368.11,C393843232,0.0,0.0,0.0,0.0
9,PAYMENT,8668.07,C1908205328,11369.0,2700.93,M1703229523,0.0,0.0,0.0,0.0
12,PAYMENT,17217.36,C2051062760,275111.01,257893.66,M464962322,0.0,0.0,0.0,0.0
16,CASH_OUT,412097.13,C62905990,354273.0,0.0,C253654868,27143.98,145031.21,0.0,0.0
15,CASH_OUT,241697.3,C1657079755,122949.0,0.0,C1457684002,0.0,196502.87,0.0,0.0
18,CASH_IN,224418.79,C1324062275,5143969.18,5368387.97,C1439219577,399892.47,175473.68,0.0,0.0
19,PAYMENT,2921.15,C2015139390,1002.0,0.0,M1653432827,0.0,0.0,0.0,0.0
40,PAYMENT,8439.82,C922561037,0.0,0.0,M2051657586,0.0,0.0,0.0,0.0
9,CASH_OUT,10199.31,C1350414995,0.0,0.0,C1516565803,1068704.74,947231.54,0.0,0.0
44,CASH_OUT,16999.05,C1231937667,15137.0,0.0,C1998098575,561700.43,578699.48,0.0,0.0
16,CASH_OUT,248678.89,C1320146505,54054.0,0.0,C2133666963,3471165.4,3719844.29,0.0,0.0
36,CASH_OUT,115326.48,C1206634376,128.0,0.0,C390190800,0.0,110469.62,0.0,0.0
43,CASH_IN,304804.43,C1788729798,16825.0,321629.43,C1285256210,0.0,0.0,0.0,0.0
12,CASH_OUT,227532.52,C1832054598,212226.0,0.0,C460997507,141026.07,243749.41,0.0,0.0
16,PAYMENT,23246.64,C1025261129,559722.83,536476.18,M1510975960,0.0,0.0,0.0,0.0
23,CASH_OUT,3466.55,C2062275241,0.0,0.0,C1515892957,98328.88,101795.42,0.0,0.0
13,CASH_IN,236864.03,C1324239805,3822643.11,4059507.14,C234430897,2996630.3,3279046.1,0.0,0.0
6,CASH_IN,121913.7,C982065774,7007507.67,7129421.37,C1113560279,154563.0,10982.54,0.0,0.0
40,CASH_OUT,304481.6,C1281493910,280081.0,0.0,C583823160,38180.48,429395.64,0.0,0.0
8,CASH_OUT,677322.29,C1516818511,0.0,0.0,C1251991550,1063073.83,1740396.12,0.0,0.0
43,CASH_OUT,201578.57,C1958848039,0.0,0.0,C707361236,3808028.59,4048553.14,0.0,0.0
37,CASH_OUT,373752.38,C1343185272,10788.0,0.0,C1549854117,2371657.87,2745410.25,0.0,0.0
10,CASH_IN,43040.66,C140897113,3108576.46,3151617.12,C1870347515,2282938.83,2243391.73,0.0,0.0
44,PAYMENT,26474.77,C1362427591,0.0,0.0,M127279844,0.0,0.0,0.0,0.0
11,CASH_IN,265357.48,C942384855,93069.0,358426.48,C1245203346,309606.53,44249.06,0.0,0.0
46,PAYMENT,1832.14,C1571895069,10169.0,8336.86,M1139154667,0.0,0.0,0.0,0.0
11,CASH_IN,25241.86,C439617382,2022923.13,2048164.99,C1062332063,119040.27,93798.41,0.0,0.0
14,CASH_IN,268814.93,C1783266129,21139.44,289954.37,C976756611,2299426.33,2058610.31,0.0,0.0
43,CASH_OUT,72806.74,C1031834640,0.0,0.0,C2029403184,3843368.96,3916175.7,0.0,0.0
14,PAYMENT,1861.02,C1316388890,8001.0,6139.98,M599967955,0.0,0.0,0.0,0.0
19,PAYMENT,10103.65,C2105016339,34552.31,24448.67,M1471701040,0.0,0.0,0.0,0.0
13,CASH_OUT,357001.36,C948345716,0.0,0.0,C1241262208,593217.99,950219.36,0.0,0.0
9,PAYMENT,17251.09,C76354725,0.0,0.0,M880965082,0.0,0.0,0.0,0.0
10,TRANSFER,1644712.65,C83665971,0.0,0.0,C955610633,4303868.89,5948581.54,0.0,0.0
38,CASH_IN,555251.81,C1492651843,4222080.24,4777332.04,C275053310,664312.51,109060.71,0.0,0.0
36,PAYMENT,45184.25,C651837753,2835.0,0.0,M885319685,0.0,0.0,0.0,0.0
13,CASH_IN,595903.57,C1655638389,16858.0,612761.57,C391532782,2470242.23,1874338.65,0.0,0.0
34,CASH_IN,8548.73,C1039543279,211433.0,219981.73,C1685564738,0.0,193715.0,0.0,0.0
21,CASH_OUT,50075.42,C269560136,0.0,0.0,C219583839,241691.19,291766.61,0.0,0.0
11,CASH_OUT,238868.25,C1617400401,305046.0,66177.75,C2099819059,1019.0,239887.25,0.0,0.0
21,PAYMENT,14894.81,C28361044,162079.46,147184.65,M1354263613,0.0,0.0,0.0,0.0
16,PAYMENT,1111.64,C216050780,58552.0,57440.36,M1859139208,0.0,0.0,0.0,0.0
42,PAYMENT,7502.42,C1208715897,0.0,0.0,M36545693,0.0,0.0,0.0,0.0
20,PAYMENT,21894.56,C203100227,12568.0,0.0,M158870877,0.0,0.0,0.0,0.0
35,PAYMENT,10882.82,C1640371635,96529.43,85646.6,M790795024,0.0,0.0,0.0,0.0
10,TRANSFER,325993.9,C224385306,24639.0,0.0,C1894575391,7045065.09,9791413.9,0.0,0.0
16,CASH_IN,199079.03,C639453274,32498.0,231577.03,C1405472119,81674.75,0.0,0.0,0.0
36,CASH_IN,41301.69,C1371954545,14.0,41315.69,C1075344969,0.0,0.0,0.0,0.0
34,PAYMENT,24766.05,C1490832840,90736.0,65969.95,M1220371618,0.0,0.0,0.0,0.0
19,CASH_OUT,129103.61,C985089298,55.0,0.0,C1696114576,3730983.22,4856160.8,0.0,0.0
41,PAYMENT,12338.98,C1923508216,101406.0,89067.02,M2072647306,0.0,0.0,0.0,0.0
46,CASH_IN,193394.04,C1939472181,4192049.41,4385443.45,C1608868083,5680817.43,5487423.39,0.0,0.0
14,PAYMENT,3273.57,C345240724,0.0,0.0,M1214159174,0.0,0.0,0.0,0.0
10,CASH_IN,373747.8,C540510430,2623039.85,2996787.66,C236174218,1040570.53,666822.73,0.0,0.0
15,CASH_OUT,76791.97,C464812725,0.0,0.0,C229354194,600723.21,677515.18,0.0,0.0
45,PAYMENT,5143.18,C417306291,175923.0,170779.82,M1580365386,0.0,0.0,0.0,0.0
13,CASH_OUT,21403.51,C1514011649,13687.0,0.0,C1812298245,309654.89,521297.3,0.0,0.0
42,PAYMENT,27042.89,C1616890780,279.0,0.0,M1195661452,0.0,0.0,0.0,0.0
48,PAYMENT,10117.06,C2027303694,20939.0,10821.94,M2083743720,0.0,0.0,0.0,0.0
19,PAYMENT,6732.72,C1071180541,109113.01,102380.3,M1771628981,0.0,0.0,0.0,0.0
25,TRANSFER,1062002.52,C1467513040,0.0,0.0,C1496873428,5124869.49,6186872.02,0.0,0.0
21,CASH_OUT,27041.76,C728491026,0.0,0.0,C1791806117,97158.57,124200.33,0.0,0.0
43,TRANSFER,282995.04,C2089539856,6301.16,0.0,C1496565800,4058811.82,4497666.67,0.0,0.0
18,CASH_IN,122496.09,C944042757,291.0,122787.09,C567125753,215313.82,92817.73,0.0,0.0
14,PAYMENT,7602.55,C1956848790,1697.0,0.0,M1282876717,0.0,0.0,0.0,0.0
18,CASH_IN,170311.67,C1789211293,8701520.14,8871831.81,C847395122,2166760.72,2079606.55,0.0,0.0
22,CASH_IN,104792.18,C1315176467,2597.0,107389.18,C920638069,4309631.07,4204838.89,0.0,0.0
9,TRANSFER,1784492.21,C571691458,101904.0,0.0,C1757877803,3257065.76,5108962.84,0.0,0.0
36,CASH_OUT,72276.3,C442942706,0.0,0.0,C1556760368,398220.08,470496.38,0.0,0.0
35,PAYMENT,7750.96,C339511422,427680.0,419929.04,M1266263469,0.0,0.0,0.0,0.0
12,PAYMENT,6087.91,C558097791,826044.71,819956.8,M2091676502,0.0,0.0,0.0,0.0
19,CASH_IN,202908.76,C2061340608,11250.0,214158.76,C1429010938,0.0,0.0,0.0,0.0
15,PAYMENT,18160.6,C1657493142,0.0,0.0,M1595900968,0.0,0.0,0.0,0.0
19,CASH_OUT,252184.72,C414198732,243318.67,0.0,C308018288,175216.22,732411.48,0.0,0.0
17,PAYMENT,16884.56,C453786614,758529.46,741644.9,M199367237,0.0,0.0,0.0,0.0
11,PAYMENT,13236.95,C1872236640,0.0,0.0,M1228657625,0.0,0.0,0.0,0.0
43,PAYMENT,13949.57,C593179746,245143.0,231193.43,M1229041364,0.0,0.0,0.0,0.0
19,CASH_IN,78422.27,C542521526,164316.24,242738.51,C1544764308,125309.57,46887.3,0.0,0.0
11,CASH_OUT,6208.88,C865104625,0.0,0.0,C1106741114,249448.47,350418.88,0.0,0.0
19,PAYMENT,6261.86,C115339535,0.0,0.0,M720145944,0.0,0.0,0.0,0.0
22,PAYMENT,11525.58,C1009384449,106702.0,95176.42,M1057573325,0.0,0.0,0.0,0.0
34,PAYMENT,3242.26,C169077976,774806.44,771564.18,M2011318277,0.0,0.0,0.0,0.0
45,PAYMENT,5207.93,C1137018297,58853.4,53645.47,M1727448698,0.0,0.0,0.0,0.0
33,PAYMENT,10609.56,C1977208800,69465.0,58855.44,M1597434627,0.0,0.0,0.0,0.0
16,CASH_OUT,11664.71,C2106593147,0.0,0.0,C935787171,1110226.02,1121890.73,0.0,0.0
12,CASH_OUT,156144.99,C1085976888,9139.0,0.0,C756411326,2246556.8,2324917.72,0.0,0.0
36,PAYMENT,15451.01,C663671986,108044.39,92593.38,M1859239454,0.0,0.0,0.0,0.0
19,PAYMENT,12942.8,C5367177,0.0,0.0,M926986430,0.0,0.0,0.0,0.0
41,CASH_OUT,137170.55,C949666605,0.0,0.0,C252837416,4076684.02,4213854.57,0.0,0.0
34,CASH_OUT,115870.89,C1399650796,0.0,0.0,C716709966,1138893.76,1254764.65,0.0,0.0
19,CASH_OUT,311267.93,C1883985181,0.0,0.0,C963229275,526528.43,524974.59,0.0,0.0
39,CASH_IN,119176.39,C492010433,1956569.84,2075746.23,C1737864020,609417.63,490241.24,0.0,0.0
45,PAYMENT,2250.25,C1935430832,30209.0,27958.75,M302001299,0.0,0.0,0.0,0.0
11,CASH_OUT,246425.59,C1176656610,11333.0,0.0,C1752973065,2274.0,0.0,0.0,0.0
12,PAYMENT,1167.57,C663632597,20229.0,19061.43,M1973643173,0.0,0.0,0.0,0.0
42,CASH_OUT,54411.1,C1596279404,0.0,0.0,C664492530,716769.65,771180.75,0.0,0.0
18,CASH_OUT,330573.78,C270737248,1910.0,0.0,C2049969351,52396.0,147417.88,0.0,0.0
43,PAYMENT,6055.61,C117939623,24494.0,18438.39,M2128059368,0.0,0.0,0.0,0.0
10,PAYMENT,10656.71,C1826751354,0.0,0.0,M616596052,0.0,0.0,0.0,0.0
39,TRANSFER,39013.3,C1092667126,39013.3,0.0,C1482119856,0.0,0.0,1.0,0.0
14,CASH_IN,263601.05,C734103228,811630.0,1075231.05,C989174037,0.0,0.0,0.0,0.0
43,CASH_IN,236894.61,C1696247333,1996.0,238890.61,C725479075,4505964.05,4269069.44,0.0,0.0
11,CASH_OUT,321735.39,C1938092449,0.0,0.0,C1173060930,387682.04,709417.43,0.0,0.0
33,TRANSFER,40136.3,C712058483,0.0,0.0,C174190739,64206.98,89463.85,0.0,0.0
10,CASH_OUT,334272.91,C822885943,9997.0,0.0,C721614400,2010479.59,2344752.5,0.0,0.0
34,PAYMENT,14395.53,C1588348661,0.0,0.0,M1799893101,0.0,0.0,0.0,0.0
36,CASH_OUT,260064.86,C861424664,0.0,0.0,C351654810,4176427.61,4443658.99,0.0,0.0
23,TRANSFER,108802.63,C213676622,0.0,0.0,C1792565120,1082496.11,1191298.74,0.0,0.0
12,PAYMENT,20958.23,C1986997013,25848.35,4890.11,M1836337298,0.0,0.0,0.0,0.0
9,TRANSFER,303432.09,C609566235,0.0,0.0,C1075564985,4095556.48,6399876.57,0.0,0.0
34,CASH_OUT,78307.81,C1497849262,4370.0,0.0,C383965648,1864254.25,1942562.05,0.0,0.0
40,CASH_IN,431369.4,C1080257409,7727195.88,8158565.28,C1445995015,11635435.01,11204065.61,0.0,0.0
13,PAYMENT,3024.86,C668002144,0.0,0.0,M1758242142,0.0,0.0,0.0,0.0
42,TRANSFER,64303.17,C1412576923,90418.0,26114.83,C1713505653,173910.18,238213.35,0.0,0.0
35,CASH_OUT,409040.32,C1433624416,118.0,0.0,C351064782,252537.24,661577.56,0.0,0.0
16,PAYMENT,9568.31,C1273598787,40908.0,31339.69,M703710084,0.0,0.0,0.0,0.0
20,CASH_OUT,124625.37,C77443189,0.0,0.0,C1343542069,266828.22,391453.59,0.0,0.0
40,CASH_IN,62411.43,C1964006549,7711378.91,7773790.35,C115338155,207991.51,145580.08,0.0,0.0
13,PAYMENT,8353.52,C1242140706,349946.73,341593.21,M1730814911,0.0,0.0,0.0,0.0
42,PAYMENT,527.59,C1731473654,0.0,0.0,M1623320190,0.0,0.0,0.0,0.0
9,CASH_IN,162228.15,C618921833,16265.0,178493.15,C1078814158,4493259.64,4073850.27,0.0,0.0
42,CASH_OUT,26115.08,C401944549,94356.0,68240.92,C1336977673,2706381.76,2732496.83,0.0,0.0
46,PAYMENT,5747.3,C195477621,19312.71,13565.41,M305615306,0.0,0.0,0.0,0.0
15,CASH_IN,252335.01,C392681286,518178.21,770513.22,C182799539,3047055.69,2561246.92,0.0,0.0
11,PAYMENT,7967.59,C295998419,4096.0,0.0,M1477011726,0.0,0.0,0.0,0.0
41,CASH_OUT,145315.0,C2136771519,40430.0,0.0,C1196637149,972755.01,1118070.01,0.0,0.0
16,PAYMENT,4615.28,C1614863374,47363.09,42747.81,M1269186921,0.0,0.0,0.0,0.0
18,CASH_OUT,279204.02,C22879677,22205.0,0.0,C527785985,0.0,279204.02,0.0,0.0
17,CASH_OUT,40318.18,C671322797,4639.0,0.0,C60097336,1356274.08,1396592.27,0.0,0.0
44,PAYMENT,10387.81,C443516634,65893.0,55505.19,M647309254,0.0,0.0,0.0,0.0
22,PAYMENT,2409.29,C273485403,147362.0,144952.71,M1408773195,0.0,0.0,0.0,0.0
20,CASH_OUT,224398.27,C1018515484,51495.0,0.0,C518725752,782711.21,1007109.48,0.0,0.0
15,PAYMENT,906.82,C828183588,125354.0,124447.18,M1861852935,0.0,0.0,0.0,0.0
42,PAYMENT,10423.91,C348342176,12107.0,1683.09,M823809195,0.0,0.0,0.0,0.0
15,CASH_OUT,290514.32,C1526076807,385475.5,94961.18,C1015649848,484248.44,979067.53,0.0,0.0
38,CASH_OUT,346676.46,C188641500,30871.0,0.0,C1540014921,1992234.3,2338910.76,0.0,0.0
16,CASH_IN,102601.91,C1351796359,10023198.35,10125800.26,C2053392612,443238.0,321630.14,0.0,0.0
38,TRANSFER,77510.92,C1705559642,32251.0,0.0,C285163095,1046998.02,1124508.93,0.0,0.0
16,CASH_OUT,141092.37,C735649246,0.0,0.0,C6662584,327566.04,225157.17,0.0,0.0
16,CASH_OUT,132135.5,C572257488,103014.0,0.0,C757003004,211218.85,343354.35,0.0,0.0
22,CASH_IN,135778.46,C1952892794,2276516.36,2412294.82,C1867111823,1495346.63,1359568.17,0.0,0.0
39,PAYMENT,11116.45,C1783548732,165811.8,154695.35,M2134326486,0.0,0.0,0.0,0.0
18,CASH_IN,4645.82,C1683826975,40061.0,44706.82,C1495580385,2107449.41,2102803.58,0.0,0.0
8,PAYMENT,8770.6,C1374413246,1638566.78,1629796.18,M652466551,0.0,0.0,0.0,0.0
14,PAYMENT,28779.58,C673210512,0.0,0.0,M1516771354,0.0,0.0,0.0,0.0
17,PAYMENT,17649.76,C483872790,158.0,0.0,M1097944523,0.0,0.0,0.0,0.0
17,CASH_OUT,260239.49,C1874219777,0.0,0.0,C1050406642,6308050.68,6568290.17,0.0,0.0
17,PAYMENT,3927.67,C104053307,0.0,0.0,M1620753364,0.0,0.0,0.0,0.0
16,CASH_OUT,389374.73,C975111189,0.0,0.0,C936557655,733622.13,1122996.85,0.0,0.0
33,PAYMENT,3280.49,C566494271,34891.0,31610.51,M707645764,0.0,0.0,0.0,0.0
12,CASH_IN,12365.48,C318037266,375957.76,388323.23,C1197459762,66360.7,53995.22,0.0,0.0
33,PAYMENT,17831.62,C2136327204,225037.28,207205.65,M136980544,0.0,0.0,0.0,0.0
47,PAYMENT,6385.87,C1276845703,61784.0,55398.13,M120782205,0.0,0.0,0.0,0.0
8,CASH_OUT,389671.07,C752559919,0.0,0.0,C105002686,822552.24,1212223.31,0.0,0.0
35,PAYMENT,10336.93,C122601130,1002.0,0.0,M1412692758,0.0,0.0,0.0,0.0
18,CASH_IN,247808.62,C822204570,0.0,247808.62,C1121030115,138682.41,0.0,0.0,0.0
39,CASH_OUT,193396.59,C636087280,10882.0,0.0,C1104567202,367780.91,618204.53,0.0,0.0
37,PAYMENT,18259.21,C273767064,49720.0,31460.79,M1658865580,0.0,0.0,0.0,0.0
13,PAYMENT,4316.74,C1182380833,372727.11,368410.38,M1811653109,0.0,0.0,0.0,0.0
37,CASH_IN,425733.69,C2143676340,3355804.38,3781538.07,C1886240972,2496457.51,2070723.82,0.0,0.0
44,TRANSFER,1097533.5,C591360069,0.0,0.0,C291388933,2468071.92,3565605.42,0.0,0.0
40,TRANSFER,37435.66,C1881368977,0.0,0.0,C2012749385,174478.25,211913.91,0.0,0.0
13,CASH_OUT,195929.08,C2096838439,4111.0,0.0,C1700716564,25042.0,0.0,0.0,0.0
43,PAYMENT,3342.85,C658368901,6061.0,2718.15,M160545510,0.0,0.0,0.0,0.0
13,PAYMENT,12788.13,C1052635931,78761.0,65972.87,M1047145641,0.0,0.0,0.0,0.0
94,CASH_OUT,137264.63,C1883055499,0.0,0.0,C1583185174,2392879.49,2530144.12,0.0,0.0
20,TRANSFER,91110.47,C21484544,222465.56,131355.09,C256763146,1040200.66,1131311.13,0.0,0.0
15,CASH_OUT,164500.81,C1689700172,164500.81,0.0,C149696600,685636.21,850137.02,1.0,0.0
41,PAYMENT,10659.01,C157207462,39734.0,29074.99,M63484488,0.0,0.0,0.0,0.0
15,TRANSFER,706525.34,C1906239245,0.0,0.0,C1491213790,5626893.9,6333419.24,0.0,0.0
42,CASH_IN,64998.1,C1758578143,6229203.37,6294201.47,C1060402922,147857.64,82859.55,0.0,0.0
21,CASH_OUT,26292.86,C1062797099,0.0,0.0,C1592211446,992379.22,1018672.08,0.0,0.0
41,CASH_OUT,121509.18,C1266953893,0.0,0.0,C1854767414,2727798.87,2849308.05,0.0,0.0
17,PAYMENT,12187.55,C584697328,113728.37,101540.82,M594729154,0.0,0.0,0.0,0.0
19,CASH_OUT,39817.22,C1432247813,94627.0,54809.78,C1394568230,2806123.01,2845940.22,0.0,0.0
16,PAYMENT,5191.05,C2002025165,10816.0,5624.95,M536884616,0.0,0.0,0.0,0.0
16,CASH_IN,150397.55,C917147720,1835.0,152232.55,C1735834368,41534.0,0.0,0.0,0.0
36,CASH_OUT,198761.9,C2086939573,6341.0,0.0,C541844847,10743.0,209504.9,0.0,0.0
40,TRANSFER,20314.97,C776336653,20314.97,0.0,C737099940,0.0,0.0,1.0,0.0
35,PAYMENT,20410.64,C192112885,13812.0,0.0,M669711060,0.0,0.0,0.0,0.0
44,CASH_OUT,156590.73,C118429511,0.0,0.0,C1726336710,333652.01,490242.73,0.0,0.0
12,CASH_IN,29306.67,C2120349547,3041.0,32347.67,C1931230521,203017.39,173710.72,0.0,0.0
39,CASH_OUT,208496.81,C2122628315,62491.0,0.0,C1744457525,125920.06,334416.87,0.0,0.0
96,CASH_IN,134917.07,C1119016004,2488980.72,2623897.79,C955398083,910708.06,775790.99,0.0,0.0
36,PAYMENT,27824.9,C258297798,121610.0,93785.1,M1362435113,0.0,0.0,0.0,0.0
46,PAYMENT,5302.29,C1451243081,66026.0,60723.71,M1347234319,0.0,0.0,0.0,0.0
